Unnamed: 0,Player,Position,Age,90 mins played,Non Penalty xG,Non-penalty goals,Non-Penalty(xG-Goals),Expected Assists,Assists,xAG-Assists,npxGi-npGi,Non Penalty xG + Assisted Goals,xG/90,Expected Assisted Goals/90,Expected Goals+Assisted Goals/90,Non Penalty xG/90,Non Penalty xG+xAG/90
4287,José González,FW,17.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
4288,Héctor Ramírez,DF,18.0,0.7,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07
4289,Santiago Trigos,MF,20.0,3.4,0.0,0,0.0,0.4,1,-0.6,-0.6,0.4,0.0,0.12,0.12,0.0,0.12
4290,Jesús Rivas,DF,19.0,0.3,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4291,Gael Rodríguez,DF,20.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4293,Pablo Barrera,"MF,FW",35.0,31.9,1.5,2,-0.5,7.3,6,1.3,0.8,8.8,0.1,0.23,0.33,0.05,0.28
4294,Ángel Sepúlveda,FW,31.0,22.8,5.3,5,0.3,1.9,2,-0.1,0.2,7.2,0.3,0.08,0.39,0.23,0.31
4295,Kevin Escamilla,MF,28.0,23.1,1.6,1,0.6,1.7,1,0.7,1.3,3.3,0.07,0.07,0.14,0.07,0.14
4296,Omar Israel Mendoza,DF,33.0,22.5,0.1,0,0.1,1.6,2,-0.4,-0.3,1.7,0.0,0.07,0.08,0.0,0.08
4297,Kevin Balanta,DF,25.0,22.3,0.2,0,0.2,0.4,0,0.4,0.6,0.6,0.01,0.02,0.03,0.01,0.03
4298,Gabriel Rojas,DF,25.0,18.2,0.3,0,0.3,2.0,3,-1.0,-0.7,2.3,0.02,0.11,0.13,0.02,0.13
4299,Gil Alcalá,GK,30.0,17.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4300,Rodrigo López,MF,34.0,15.6,1.5,2,-0.5,1.1,0,1.1,0.6,2.7,0.1,0.07,0.17,0.1,0.17
4301,Rafael Fernández,DF,21.0,15.6,0.6,1,-0.4,0.3,0,0.3,-0.1,0.9,0.04,0.02,0.06,0.04,0.06
4302,Jorge Daniel Hernández,MF,33.0,13.9,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.01,0.01,0.0,0.01
4303,Christian Rivera,MF,26.0,13.0,0.9,1,-0.1,0.5,1,-0.5,-0.6,1.4,0.06,0.03,0.09,0.06,0.09
4304,Jordan Silva,DF,28.0,12.8,1.1,1,0.1,0.4,0,0.4,0.5,1.5,0.08,0.03,0.12,0.08,0.12
4305,Miguel Barbieri,DF,28.0,12.3,1.2,2,-0.8,0.0,0,0.0,-0.8,1.2,0.1,0.0,0.1,0.1,0.1
4306,Leonardo Sequeira,"MF,FW",27.0,11.1,2.1,0,2.1,1.6,0,1.6,3.7,3.7,0.19,0.14,0.33,0.19,0.33
4307,José Zúñiga,FW,28.0,10.9,4.0,2,2.0,0.4,1,-0.6,1.4,4.4,0.37,0.04,0.4,0.37,0.4
4308,Ariel Nahuelpán,FW,34.0,10.3,2.7,3,-0.3,1.0,0,1.0,0.7,3.7,0.34,0.1,0.43,0.26,0.36
4309,Jonathan Perlaza,"DF,MF",24.0,10.1,0.5,0,0.5,0.8,1,-0.2,0.3,1.3,0.05,0.07,0.12,0.05,0.12
4310,Washington Aguerre,GK,29.0,9.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4311,José Antonio Rodríguez,GK,30.0,8.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4312,David Barbona,"MF,FW",27.0,6.3,0.8,0,0.8,1.1,0,1.1,1.9,1.9,0.13,0.18,0.31,0.13,0.31
4313,Ettson Ayon,"FW,MF",21.0,7.9,2.8,4,-1.2,0.4,0,0.4,-0.8,3.2,0.36,0.06,0.42,0.36,0.42
4314,Enzo Martínez,DF,24.0,6.2,0.2,0,0.2,0.0,0,0.0,0.2,0.3,0.04,0.01,0.04,0.04,0.04
4315,Jonathan Torres,FW,25.0,6.5,0.9,1,-0.1,0.4,1,-0.6,-0.7,1.4,0.15,0.07,0.21,0.15,0.21
4316,Mario Osuna,"MF,DF",33.0,5.4,0.1,0,0.1,0.3,1,-0.7,-0.6,0.4,0.17,0.05,0.22,0.02,0.07
4317,José Madueña,"DF,MF",32.0,4.9,0.1,0,0.1,0.2,1,-0.8,-0.7,0.3,0.03,0.04,0.06,0.03,0.06
4318,Manuel Agustín Duarte,MF,20.0,4.6,0.4,0,0.4,0.9,1,-0.1,0.3,1.3,0.09,0.19,0.28,0.09,0.28
4319,Carlos Guzmán,DF,28.0,4.3,0.3,0,0.3,0.0,0,0.0,0.3,0.3,0.06,0.0,0.06,0.06,0.06
4320,Clifford Aboagye,MF,27.0,6.5,0.4,1,-0.6,0.6,2,-1.4,-2.0,1.0,0.06,0.09,0.15,0.06,0.15
4321,José Enrique Angulo,FW,27.0,4.0,1.2,1,0.2,0.1,0,0.1,0.3,1.3,0.29,0.02,0.32,0.29,0.32
4322,Daniel Cervantes,DF,32.0,3.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,Juan Romagnoli,"MF,FW",26.0,3.5,0.6,1,-0.4,0.6,1,-0.4,-0.8,1.2,0.17,0.17,0.34,0.17,0.34
4324,Érik Vera,DF,30.0,1.8,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.04,0.04,0.0,0.04
4325,Raúl Torres Rodríguez,DF,25.0,1.9,0.1,1,-0.9,0.3,0,0.3,-0.6,0.4,0.04,0.15,0.19,0.04,0.19
4326,Álvaro Verda,"FW,DF",23.0,0.8,0.6,0,0.6,0.1,0,0.1,0.7,0.7,0.76,0.1,0.86,0.76,0.86
4327,Francisco Antonio Figueroa,"MF,FW",23.0,0.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
4328,David Cabrera Pujol,MF,32.0,0.3,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4329,Alberto García Jr.,"FW,MF",28.0,0.3,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330,Roberto Meraz,MF,22.0,25.7,1.2,2,-0.8,1.0,1,0.0,-0.8,2.1,0.04,0.04,0.08,0.04,0.08
4331,Jefferson Intriago,MF,26.0,25.6,0.4,0,0.4,0.6,1,-0.4,0.0,1.0,0.01,0.02,0.04,0.01,0.04
4332,Nicolás Benedetti,"MF,FW",25.0,23.4,4.6,7,-2.4,4.4,5,-0.6,-3.0,9.0,0.23,0.19,0.42,0.19,0.38
4333,Néstor Vidrio,DF,33.0,25.4,0.5,0,0.5,0.2,0,0.2,0.7,0.7,0.02,0.01,0.03,0.02,0.03
4334,Bryan Colula,DF,26.0,21.5,1.5,2,-0.5,0.6,1,-0.4,-0.9,2.2,0.07,0.03,0.1,0.07,0.1
4335,Édgar Yoel Bárcenas,"FW,MF",28.0,22.7,3.0,0,3.0,3.6,4,-0.4,2.6,6.6,0.13,0.16,0.29,0.13,0.29
4336,Nicolás Vikonis,GK,38.0,21.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4337,Oswaldo Alanís,DF,33.0,19.1,0.9,3,-2.1,0.0,0,0.0,-2.1,0.9,0.05,0.0,0.05,0.05,0.05
4338,Andres Montaño,MF,20.0,12.9,1.4,2,-0.6,1.3,0,1.3,0.7,2.7,0.11,0.1,0.21,0.11,0.21
4339,Eduard Bello,"FW,MF",26.0,13.5,1.9,4,-2.1,0.9,1,-0.1,-2.2,2.9,0.14,0.07,0.21,0.14,0.21
4340,Jorge Antonio Padilla,DF,28.0,12.9,0.5,0,0.5,1.3,1,0.3,0.8,1.7,0.03,0.1,0.13,0.03,0.13
4341,Ricardo Gutiérrez,GK,25.0,12.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4342,Facundo Almada,DF,24.0,12.4,0.6,1,-0.4,1.1,1,0.1,-0.3,1.7,0.05,0.09,0.14,0.05,0.14
4343,Francisco Eduardo Venegas,"DF,MF",24.0,10.5,0.7,1,-0.3,0.6,0,0.6,0.3,1.3,0.06,0.05,0.12,0.06,0.12
4344,Carlos Alonso Vargas,DF,23.0,10.3,0.4,0,0.4,0.7,0,0.7,1.1,1.0,0.04,0.06,0.1,0.04,0.1
4345,Efraín Orona,DF,23.0,12.2,0.1,0,0.1,0.3,0,0.3,0.4,0.4,0.01,0.02,0.03,0.01,0.03
4346,Raúl Sandoval,DF,22.0,9.5,0.1,0,0.1,0.4,0,0.4,0.5,0.5,0.01,0.04,0.06,0.01,0.06
4347,Josué Colmán,"MF,FW",24.0,11.6,1.1,0,1.1,1.0,1,0.0,1.1,2.1,0.1,0.09,0.18,0.1,0.18
4348,Gonzalo Sosa,FW,33.0,9.0,0.6,0,0.6,0.8,1,-0.2,0.4,1.5,0.25,0.09,0.34,0.07,0.16
4349,Miguel Sansores,"FW,MF",31.0,8.8,3.0,2,1.0,0.8,1,-0.2,0.8,3.8,0.34,0.09,0.43,0.34,0.43
4350,Arnaud Ake,FW,24.0,8.6,2.5,2,0.5,0.6,2,-1.4,-0.9,3.1,0.29,0.07,0.36,0.29,0.36
4351,Marco Fabián,"MF,FW",33.0,8.4,1.3,1,0.3,1.0,1,0.0,0.3,2.3,0.16,0.12,0.28,0.16,0.28
4352,Brian Rubio,FW,25.0,7.6,1.8,0,1.8,0.2,0,0.2,2.0,2.0,0.24,0.02,0.26,0.24,0.26
4353,Alfonso Emilio Sánchez,"MF,FW",28.0,7.2,0.7,2,-1.3,0.1,0,0.1,-1.2,0.9,0.1,0.02,0.12,0.1,0.12
4354,Ariel Nahuelpán,FW,34.0,4.8,1.1,1,0.1,0.1,0,0.1,0.2,1.2,0.22,0.02,0.25,0.22,0.25
4355,Enrique Cedillo,DF,26.0,4.8,0.0,0,0.0,0.2,0,0.2,0.2,0.2,0.0,0.04,0.04,0.0,0.04
4356,Jorge Meré,DF,25.0,4.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4357,Omar Moreno,"MF,FW",17.0,2.4,0.3,0,0.3,0.0,0,0.0,0.3,0.4,0.14,0.02,0.16,0.14,0.16
4358,Fernando Illescas,"FW,DF",23.0,2.0,0.3,1,-0.7,0.2,0,0.2,-0.5,0.5,0.14,0.09,0.24,0.14,0.24
4359,Raúl Camacho,"FW,MF",20.0,0.7,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.04,0.08,0.12,0.04,0.12
4360,Gabriel López,"FW,MF",19.0,0.3,0.1,1,-0.9,0.0,0,0.0,-0.9,0.1,0.25,0.0,0.25,0.25,0.25
4361,Roman Celentano,GK,22.0,17.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4362,Matt Miazga,DF,27.0,17.0,1.2,0,1.2,0.4,1,-0.6,0.6,1.5,0.07,0.02,0.09,0.07,0.09
4363,Álvaro Barreal,DF,22.0,16.4,1.3,2,-0.7,4.5,4,0.5,-0.2,5.8,0.08,0.27,0.35,0.08,0.35
4364,Brandon Vazquez,FW,24.0,16.0,5.6,3,2.6,1.5,1,0.5,3.1,7.1,0.4,0.1,0.49,0.35,0.44
4365,Yerson Mosquera,DF,22.0,15.6,0.8,2,-1.2,0.2,0,0.2,-1.0,1.0,0.05,0.01,0.06,0.05,0.06
4366,Junior Moreno,MF,29.0,14.6,0.8,3,-2.2,0.6,1,-0.4,-2.6,1.3,0.05,0.04,0.09,0.05,0.09
4367,Luciano Acosta,MF,29.0,13.8,3.8,6,-2.2,3.1,2,1.1,-1.1,7.0,0.45,0.23,0.68,0.28,0.5
4368,Obinna Nwobodo,MF,26.0,13.4,0.2,1,-0.8,0.8,2,-1.2,-2.0,1.0,0.02,0.06,0.07,0.02,0.07
4369,Nick Hagglund,DF,30.0,11.4,0.4,0,0.4,0.2,0,0.2,0.6,0.7,0.04,0.02,0.06,0.04,0.06
4370,Ray Gaddis,DF,33.0,8.8,0.1,0,0.1,0.4,0,0.4,0.5,0.4,0.01,0.04,0.05,0.01,0.05
4371,Brenner,FW,23.0,5.9,2.2,1,1.2,0.8,0,0.8,2.0,3.0,0.37,0.13,0.5,0.37,0.5
4372,Dominique Badji,FW,30.0,5.1,1.2,1,0.2,2.0,3,-1.0,-0.8,3.2,0.24,0.39,0.63,0.24,0.63
4373,Sergio Santos Gomes,"FW,MF",28.0,5.0,3.9,4,-0.1,1.5,1,0.5,0.4,5.4,0.78,0.3,1.08,0.78,1.08
4374,Ian Murphy,DF,23.0,4.7,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.01,0.01,0.0,0.01
4375,Santiago Arias,DF,31.0,5.8,0.3,0,0.3,0.6,1,-0.4,-0.1,0.9,0.06,0.1,0.15,0.06,0.15
4376,Alvas Powell,DF,28.0,4.9,0.0,0,0.0,0.5,0,0.5,0.5,0.6,0.01,0.11,0.12,0.01,0.12
4377,Marco Angulo,MF,21.0,3.8,0.1,0,0.1,0.1,0,0.1,0.2,0.1,0.01,0.02,0.03,0.01,0.03
4378,Yuya Kubo,"MF,FW",29.0,3.8,0.4,0,0.4,0.8,1,-0.2,0.2,1.2,0.11,0.2,0.31,0.11,0.31
4379,Arquimides Ordonez,FW,19.0,1.3,0.3,0,0.3,0.0,0,0.0,0.3,0.3,0.21,0.02,0.23,0.21,0.23
4380,Malik Pinto,"MF,FW",20.0,2.6,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.02,0.01,0.03,0.02,0.03
4381,Daniel Lovitz,DF,31.0,17.0,0.5,0,0.5,2.5,3,-0.5,0.0,2.9,0.03,0.15,0.17,0.03,0.17
4382,Jack Maher,DF,23.0,17.0,0.6,0,0.6,0.3,0,0.3,0.9,0.9,0.04,0.02,0.05,0.04,0.05
4383,Shaquell Moore,DF,26.0,17.0,0.2,0,0.2,1.3,3,-1.7,-1.5,1.5,0.01,0.08,0.09,0.01,0.09
4384,Joe Willis,GK,34.0,17.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4385,Hany Mukhtar,"FW,MF",28.0,15.7,5.3,7,-1.7,4.5,6,-1.5,-3.2,9.8,0.48,0.29,0.77,0.34,0.63
4386,Teal Bunbury,FW,33.0,11.8,3.4,2,1.4,0.9,1,-0.1,1.3,4.4,0.29,0.08,0.37,0.29,0.37
4387,Fafà Picault,"FW,MF",32.0,11.5,2.8,4,-1.2,1.6,1,0.6,-0.6,4.3,0.24,0.14,0.38,0.24,0.38
4388,Sean Davis,MF,30.0,11.5,0.4,0,0.4,0.2,1,-0.8,-0.4,0.6,0.04,0.02,0.05,0.04,0.05
4389,Alex Muyl,"MF,FW",27.0,10.9,0.9,1,-0.1,0.5,0,0.5,0.4,1.3,0.08,0.04,0.12,0.08,0.12
4390,Aníbal Godoy,MF,33.0,10.6,0.3,0,0.3,0.4,0,0.4,0.7,0.7,0.03,0.04,0.07,0.03,0.07
4391,Walker Zimmerman,DF,30.0,10.3,0.9,1,-0.1,1.0,1,0.0,-0.1,1.9,0.08,0.1,0.18,0.08,0.18
4392,Dax McCarty,MF,36.0,9.8,0.3,0,0.3,0.7,0,0.7,1.0,1.0,0.03,0.07,0.1,0.03,0.1
4393,Jacob Shaffelburg,"FW,MF",23.0,8.9,3.1,3,0.1,1.5,0,1.5,1.6,4.6,0.35,0.17,0.52,0.35,0.52
4394,Lukas MacNaughton,DF,28.0,5.0,0.8,1,-0.2,0.0,0,0.0,-0.2,0.8,0.16,0.0,0.16,0.16,0.16
4395,C.J. Sapong,FW,34.0,4.2,0.9,0,0.9,0.0,0,0.0,0.9,0.9,0.22,0.01,0.22,0.22,0.22
4396,Randall Leal,MF,26.0,1.8,0.2,1,-0.8,1.3,0,1.3,0.5,1.5,0.11,0.72,0.83,0.11,0.83
4397,Luke Haakenson,"MF,FW",25.0,1.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
4398,Taylor Washington,"DF,MF",29.0,2.1,0.2,1,-0.8,0.0,0,0.0,-0.8,0.2,0.08,0.0,0.08,0.08,0.08
4399,Josh Bauer,DF,24.0,1.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4400,Ján Greguš,MF,32.0,1.1,0.1,0,0.1,0.1,0,0.1,0.2,0.2,0.11,0.05,0.16,0.11,0.16
4401,Brian Anunga,MF,26.0,1.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4402,Ethan Zubak,FW,25.0,0.4,0.1,0,0.1,0.1,0,0.1,0.2,0.2,0.27,0.26,0.53,0.27,0.53
4403,Jakob Glesnes,DF,29.0,17.0,0.5,0,0.5,0.3,0,0.3,0.8,0.8,0.03,0.02,0.05,0.03,0.05
4404,Jack Elliott,DF,27.0,16.0,1.2,0,1.2,0.6,1,-0.4,0.8,1.8,0.08,0.04,0.12,0.08,0.12
4405,Dániel Gazdag,MF,27.0,15.1,2.4,1,1.4,3.5,5,-1.5,-0.1,5.9,0.47,0.23,0.7,0.16,0.39
4406,Julián Carranza,FW,23.0,14.7,7.9,9,-1.1,2.0,2,0.0,-1.1,9.9,0.53,0.14,0.67,0.53,0.67
4407,Andre Blake,GK,32.0,14.4,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4408,Leon Flach,MF,22.0,13.9,0.4,0,0.4,0.5,0,0.5,0.9,0.9,0.03,0.04,0.07,0.03,0.07
4409,Kai Wagner,DF,26.0,14.0,0.4,1,-0.6,2.6,1,1.6,1.0,3.0,0.03,0.19,0.21,0.03,0.21
4410,Mikael Uhre,FW,28.0,11.2,4.1,6,-1.9,1.1,2,-0.9,-2.8,5.2,0.36,0.1,0.46,0.36,0.46
4411,José Andrés Martínez,MF,28.0,11.2,0.4,0,0.4,0.5,1,-0.5,-0.1,0.9,0.03,0.05,0.08,0.03,0.08
4412,Alejandro Bedoya,MF,36.0,10.8,0.8,0,0.8,2.0,2,0.0,0.8,2.8,0.08,0.18,0.26,0.08,0.26
4413,Olivier Mbaizo,DF,25.0,10.5,0.2,0,0.2,0.6,1,-0.4,-0.2,0.8,0.02,0.06,0.07,0.02,0.07
4414,Nathan Harriel,DF,22.0,8.0,0.6,0,0.6,0.4,0,0.4,1.0,1.1,0.08,0.05,0.13,0.08,0.13
4415,Damion Lowe,DF,30.0,5.6,0.4,1,-0.6,0.0,0,0.0,-0.6,0.4,0.07,0.0,0.07,0.07,0.07
4416,Jack McGlynn,MF,19.0,5.5,0.5,0,0.5,1.1,0,1.1,1.6,1.6,0.09,0.2,0.29,0.09,0.29
4417,Matthew Real,"DF,MF",23.0,3.9,0.3,0,0.3,0.2,1,-0.8,-0.5,0.5,0.08,0.04,0.13,0.08,0.13
4418,Jesús Daniel Bueno,"MF,FW",24.0,2.9,0.2,0,0.2,0.4,0,0.4,0.6,0.6,0.06,0.15,0.2,0.06,0.2
4419,Joaquín Torres,"MF,FW",26.0,2.8,0.4,1,-0.6,0.6,1,-0.4,-1.0,1.1,0.15,0.22,0.38,0.15,0.38
4420,Joe Bendik,GK,34.0,2.6,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4421,Quinn Sullivan,"FW,MF",19.0,2.6,0.5,0,0.5,0.4,0,0.4,0.9,0.9,0.19,0.15,0.34,0.19,0.34
4422,Christopher Donovan,FW,22.0,2.3,0.3,0,0.3,0.9,1,-0.1,0.2,1.1,0.11,0.38,0.49,0.11,0.49
4423,Andrés Perea,MF,22.0,1.7,0.7,1,-0.3,0.0,0,0.0,-0.3,0.7,0.39,0.02,0.41,0.39,0.41
4424,Đorđe Petrović,GK,23.0,17.0,0.0,0,0.0,0.1,1,-0.9,-0.9,0.1,0.0,0.0,0.0,0.0,0.0
4425,David Romney,DF,30.0,17.0,0.4,0,0.4,1.1,1,0.1,0.5,1.5,0.02,0.06,0.09,0.02,0.09
4426,DeJuan Jones,DF,25.0,16.0,1.7,1,0.7,1.6,2,-0.4,0.3,3.3,0.1,0.1,0.21,0.1,0.21
4427,Matt Polster,MF,30.0,15.8,0.9,1,-0.1,0.9,1,-0.1,-0.2,1.8,0.06,0.06,0.12,0.06,0.12
4428,Carles Gil,MF,30.0,13.1,3.1,4,-0.9,4.0,3,1.0,0.1,7.1,0.36,0.31,0.66,0.24,0.54
4429,Brandon Bye,DF,27.0,13.0,1.5,1,0.5,2.3,1,1.3,1.8,3.8,0.11,0.17,0.29,0.11,0.29
4430,Noel Buck,"MF,FW",18.0,12.8,0.5,2,-1.5,1.0,0,1.0,-0.5,1.5,0.04,0.07,0.11,0.04,0.11
4431,Bobby Wood,FW,30.0,10.2,4.2,6,-1.8,0.5,3,-2.5,-4.3,4.7,0.41,0.05,0.46,0.41,0.46
4432,Latif Blessing,MF,26.0,9.1,0.3,0,0.3,0.5,1,-0.5,-0.2,0.8,0.03,0.06,0.09,0.03,0.09
4433,Andrew Farrell,DF,31.0,10.5,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.01,0.01,0.0,0.01
4434,Emmanuel Boateng,"FW,DF",29.0,8.9,2.2,1,1.2,2.2,2,0.2,1.4,4.4,0.24,0.25,0.49,0.24,0.49
4435,Henry Kessler,DF,24.0,6.5,0.5,1,-0.5,0.0,0,0.0,-0.5,0.5,0.07,0.01,0.08,0.07,0.08
4436,Dylan Borrero,"FW,MF",21.0,5.7,1.0,2,-1.0,0.6,0,0.6,-0.4,1.6,0.17,0.11,0.29,0.17,0.29
4437,Gustavo Bou,"FW,MF",33.0,5.7,2.2,2,0.2,0.3,1,-0.7,-0.5,2.5,0.39,0.05,0.44,0.39,0.44
4438,Christian Makoun,"DF,MF",23.0,5.3,0.2,0,0.2,0.3,1,-0.7,-0.5,0.5,0.03,0.06,0.1,0.03,0.1
4439,Giacomo Vrioni,FW,24.0,6.1,2.8,3,-0.2,0.1,0,0.1,-0.1,2.9,0.46,0.02,0.48,0.46,0.48
4440,Esmir Bajraktarevic,"FW,MF",18.0,4.0,1.3,0,1.3,0.1,0,0.1,1.4,1.5,0.34,0.03,0.37,0.34,0.37
4441,Jack Panayotou,MF,19.0,2.5,0.1,0,0.1,0.3,0,0.3,0.4,0.5,0.05,0.13,0.18,0.05,0.18
4442,Justin Rennicks,"FW,MF",24.0,3.1,0.5,0,0.5,0.2,0,0.2,0.7,0.7,0.16,0.05,0.21,0.16,0.21
4443,Jozy Altidore,FW,33.0,2.3,1.2,1,0.2,0.0,0,0.0,0.2,1.2,0.53,0.0,0.53,0.53,0.53
4444,Omar Gonzalez,DF,34.0,1.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4445,Damien Rivera,FW,20.0,0.9,0.4,0,0.4,0.2,0,0.2,0.6,0.6,0.4,0.22,0.62,0.4,0.62
4446,Ben Sweat,DF,31.0,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4447,Juan José Sánchez,DF,25.0,17.6,1.1,1,0.1,0.1,0,0.1,0.2,1.2,0.06,0.01,0.07,0.06,0.07
4448,Brooks Lennon,DF,25.0,17.0,0.3,1,-0.7,3.3,6,-2.7,-3.4,3.6,0.02,0.19,0.21,0.02,0.21
4449,Miles Robinson,DF,26.0,16.3,0.9,0,0.9,0.4,1,-0.6,0.3,1.3,0.05,0.03,0.08,0.05,0.08
4450,Thiago Almada,MF,22.0,15.8,3.5,6,-2.5,7.2,8,-0.8,-3.3,10.7,0.32,0.46,0.78,0.22,0.68
4451,Luiz Araújo,FW,27.0,14.1,2.3,3,-0.7,1.4,1,0.4,-0.3,3.7,0.22,0.1,0.32,0.16,0.27
4452,Andrew Gutman,DF,26.0,13.3,1.6,3,-1.4,2.0,2,0.0,-1.4,3.6,0.12,0.15,0.27,0.12,0.27
4453,Franco Ibarra,MF,22.0,11.7,0.1,0,0.1,0.3,0,0.3,0.4,0.4,0.01,0.02,0.04,0.01,0.04
4454,Caleb Wiley,"FW,DF",18.0,10.8,1.5,3,-1.5,1.3,2,-0.7,-2.2,2.8,0.14,0.12,0.26,0.14,0.26
4455,Brad Guzan,GK,38.0,11.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4456,Derrick Etienne,FW,26.0,10.1,1.0,0,1.0,0.8,1,-0.2,0.8,1.8,0.1,0.07,0.17,0.1,0.17
4457,Matheus Rossetto,MF,27.0,10.6,0.9,1,-0.1,0.9,1,-0.1,-0.2,1.8,0.09,0.08,0.17,0.09,0.17
4458,Giorgos Giakoumakis,FW,28.0,9.3,6.9,10,-3.1,1.0,0,1.0,-2.1,8.0,0.75,0.11,0.86,0.75,0.86
4459,Amar Sejdic,MF,26.0,6.3,0.3,0,0.3,0.1,0,0.1,0.4,0.4,0.05,0.01,0.06,0.05,0.06
4460,Santiago Sosa,MF,24.0,7.2,0.5,0,0.5,0.1,0,0.1,0.6,0.7,0.08,0.02,0.09,0.08,0.09
4461,Miguel Berry,FW,25.0,6.6,0.2,1,-0.8,0.4,0,0.4,-0.4,0.6,0.03,0.06,0.09,0.03,0.09
4462,Quentin Westberg,GK,37.0,5.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4463,Ronald Hernández,DF,25.0,2.9,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.01,0.02,0.03,0.01,0.03
4464,Machop Malual,"FW,MF",24.0,3.0,0.5,1,-0.5,0.2,0,0.2,-0.3,0.8,0.18,0.08,0.26,0.18,0.26
4465,Clément Diop,GK,29.0,1.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4466,Ajani Fortune,MF,20.0,1.5,0.5,0,0.5,0.0,0,0.0,0.5,0.5,0.33,0.0,0.33,0.33,0.33
4467,Luis Abram,DF,27.0,1.4,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4468,Noah Cobb,DF,17.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4469,Jackson Conway,FW,21.0,0.6,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.06,0.14,0.2,0.06,0.2
4470,Tyler Wolff,"FW,MF",20.0,1.7,2.1,3,-0.9,0.2,0,0.2,-0.7,2.2,1.18,0.1,1.28,1.18,1.28
4471,Erik López,"FW,MF",21.0,0.3,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4472,Osvaldo Alonso,MF,37.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4473,Aidan Morris,MF,21.0,16.6,2.6,3,-0.4,1.5,2,-0.5,-0.9,4.1,0.16,0.09,0.25,0.16,0.25
4474,Steven Moreira,DF,28.0,16.6,0.5,0,0.5,0.8,1,-0.2,0.3,1.3,0.03,0.05,0.08,0.03,0.08
4475,Darlington Nagbe,MF,32.0,15.8,1.7,1,0.7,0.5,1,-0.5,0.2,2.2,0.11,0.03,0.14,0.11,0.14
4476,Mohamed Farsi,"DF,MF",23.0,15.3,0.4,0,0.4,1.8,3,-1.2,-0.8,2.1,0.03,0.11,0.14,0.03,0.14
