Unnamed: 0,Player,Position,Age,90 mins played,Non Penalty xG,Non-penalty goals,Non-Penalty(xG-Goals),Expected Assists,Assists,xAG-Assists,npxGi-npGi,Non Penalty xG + Assisted Goals,xG/90,Expected Assisted Goals/90,Expected Goals+Assisted Goals/90,Non Penalty xG/90,Non Penalty xG+xAG/90
4097,Carlos Baltazar,MF,25.0,0.1,0.1,0,0.1,0.0,0,0.0,0.1,0.1,1.01,0.0,1.01,1.01,1.01
4098,Marcelo Barovero,GK,38.0,32.6,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4099,Ricardo Chávez Soto,DF,27.0,31.2,1.3,0,1.3,3.4,4,-0.6,0.7,4.7,0.04,0.11,0.15,0.04,0.15
4100,Javier Güemez,MF,30.0,27.0,0.6,1,-0.4,1.5,3,-1.5,-1.9,2.1,0.02,0.06,0.08,0.02,0.08
4101,Rodrigo Dourado,MF,28.0,24.2,0.6,0,0.6,1.0,1,0.0,0.6,1.6,0.02,0.04,0.06,0.02,0.06
4102,Juan Sanabria,"MF,DF",22.0,25.6,1.8,1,0.8,5.3,2,3.3,4.1,7.1,0.07,0.21,0.28,0.07,0.28
4103,Facundo Waller,"FW,MF",25.0,15.0,2.0,1,1.0,1.6,2,-0.4,0.6,3.6,0.13,0.11,0.24,0.13,0.24
4104,Aldo Cruz,DF,24.0,14.5,0.0,0,0.0,0.5,1,-0.5,-0.5,0.5,0.0,0.03,0.03,0.0,0.03
4105,Unai Bilbao,DF,28.0,14.4,1.2,2,-0.8,0.2,0,0.2,-0.6,1.3,0.08,0.01,0.09,0.08,0.09
4106,Abel Hernández,FW,31.0,14.1,3.6,6,-2.4,0.8,0,0.8,-1.6,4.4,0.37,0.05,0.42,0.26,0.31
4107,Vitinho,"FW,MF",21.0,17.0,3.3,2,1.3,1.3,0,1.3,2.6,4.7,0.2,0.08,0.27,0.2,0.27
4108,Luis Fernando León,DF,29.0,13.8,0.3,0,0.3,0.3,0,0.3,0.6,0.6,0.02,0.02,0.04,0.02,0.04
4109,Dieter Villalpando,"MF,FW",30.0,11.1,1.1,1,0.1,1.6,0,1.6,1.7,2.7,0.1,0.14,0.25,0.1,0.25
4110,Rodrigo Armando González,DF,27.0,12.1,0.0,0,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.01,0.0,0.01
4111,Léo Bonatini,FW,28.0,10.1,3.2,3,0.2,0.5,2,-1.5,-1.3,3.7,0.39,0.05,0.44,0.32,0.37
4112,Uziel García,DF,21.0,12.0,0.1,0,0.1,0.7,0,0.7,0.8,0.8,0.01,0.06,0.07,0.01,0.07
4113,Andrés Iniestra,MF,26.0,9.8,0.1,0,0.1,0.1,0,0.1,0.2,0.2,0.01,0.01,0.02,0.01,0.02
4114,José García,DF,26.0,11.0,0.2,0,0.2,0.0,0,0.0,0.2,0.2,0.02,0.0,0.02,0.02,0.02
4115,Jesús Piñuelas,DF,24.0,8.5,0.4,0,0.4,0.0,0,0.0,0.4,0.4,0.05,0.0,0.05,0.05,0.05
4116,Ramón Juárez,DF,21.0,8.0,0.6,0,0.6,0.0,0,0.0,0.6,0.6,0.08,0.0,0.08,0.08,0.08
4117,Ángel Zaldívar,FW,28.0,7.8,2.5,0,2.5,0.9,1,-0.1,2.4,3.4,0.42,0.12,0.54,0.32,0.44
4118,Mateo Klimowicz,"MF,FW",22.0,7.2,1.3,1,0.3,1.2,1,0.2,0.5,2.5,0.18,0.17,0.35,0.18,0.35
4119,Juan David Castro,"MF,FW",30.0,4.0,0.5,0,0.5,0.0,0,0.0,0.5,0.6,0.14,0.01,0.14,0.14,0.14
4120,Sabin Merino,FW,30.0,3.5,1.6,1,0.6,0.1,0,0.1,0.7,1.7,0.67,0.03,0.7,0.44,0.47
4121,Eduardo Águila,DF,20.0,2.4,0.2,0,0.2,0.0,0,0.0,0.2,0.2,0.08,0.01,0.08,0.08,0.08
4122,Juan Martínez,DF,23.0,1.3,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4123,David Alfredo Andrade,"MF,DF",29.0,3.1,0.0,0,0.0,0.2,0,0.2,0.2,0.2,0.0,0.07,0.07,0.0,0.07
4124,Rubens Sambueza,"MF,FW",38.0,2.6,0.2,1,-0.8,0.4,1,-0.6,-1.4,0.6,0.08,0.17,0.25,0.08,0.25
4125,Andrés Sánchez,GK,24.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4126,Zahid Muñoz,"MF,FW",21.0,0.5,0.1,1,-0.9,0.0,0,0.0,-0.9,0.1,0.16,0.0,0.16,0.16,0.16
4127,David Ochoa,GK,21.0,0.4,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4128,Alejandro Organista,"FW,MF",22.0,0.3,0.0,0,0.0,0.0,0,0.0,0.0,0.1,0.1,0.08,0.18,0.1,0.18
4130,Julián Quiñones,FW,25.0,31.6,12.7,15,-2.3,2.8,1,1.8,-0.5,15.6,0.48,0.09,0.57,0.4,0.49
4131,Hugo Nervo,DF,31.0,30.4,0.6,1,-0.4,0.8,1,-0.2,-0.6,1.4,0.02,0.03,0.05,0.02,0.05
4132,Camilo Vargas,GK,33.0,29.1,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
4133,Luis Ricardo Reyes,"DF,MF",31.0,26.7,0.6,0,0.6,3.9,4,-0.1,0.5,4.5,0.05,0.15,0.2,0.02,0.17
4134,Ozziel Herrera,"MF,FW",21.0,23.8,5.4,6,-0.6,5.4,5,0.4,-0.2,10.8,0.23,0.23,0.45,0.23,0.45
4135,Julio Furch,FW,33.0,20.8,4.8,4,0.8,1.4,2,-0.6,0.2,6.3,0.27,0.07,0.34,0.23,0.3
4136,Anderson Santamaría,DF,30.0,20.4,0.8,0,0.8,1.0,1,0.0,0.8,1.8,0.04,0.05,0.09,0.04,0.09
4137,José Abella,"DF,MF",28.0,20.9,0.3,0,0.3,0.7,1,-0.3,0.0,1.1,0.02,0.04,0.05,0.02,0.05
4138,Aldo Rocha,MF,29.0,19.8,1.2,1,0.2,1.2,1,0.2,0.4,2.4,0.06,0.06,0.12,0.06,0.12
4139,Edgar Zaldívar,MF,25.0,18.3,0.5,0,0.5,0.5,0,0.5,1.0,1.0,0.03,0.03,0.05,0.03,0.05
4140,Ángel Márquez,MF,22.0,18.2,1.4,1,0.4,3.1,3,0.1,0.5,4.4,0.08,0.17,0.24,0.08,0.24
4141,Gaddi Aguirre,DF,26.0,15.8,1.0,1,0.0,0.8,1,-0.2,-0.2,1.8,0.07,0.05,0.12,0.07,0.12
4142,Brian Lozano,MF,28.0,11.8,1.6,6,-4.4,1.2,0,1.2,-3.2,2.8,0.13,0.1,0.24,0.13,0.24
4143,Emanuel Aguilera,DF,33.0,11.5,0.4,0,0.4,0.1,0,0.1,0.5,0.5,0.04,0.01,0.05,0.04,0.05
4144,Diego Barbosa,DF,25.0,12.4,0.8,0,0.8,0.8,0,0.8,1.6,1.6,0.06,0.06,0.13,0.06,0.13
4145,Aníbal Chalá,"DF,MF",26.0,11.3,0.5,0,0.5,0.5,0,0.5,1.0,1.0,0.04,0.05,0.09,0.04,0.09
4146,Edison Flores,MF,28.0,9.1,1.6,0,1.6,1.7,2,-0.3,1.3,3.4,0.18,0.19,0.37,0.18,0.37
4147,Alberto Ocejo,FW,24.0,6.6,2.8,1,1.8,1.1,1,0.1,1.9,3.9,0.43,0.17,0.6,0.43,0.6
4148,Jaziel Martínez,MF,21.0,6.0,0.2,0,0.2,0.5,1,-0.5,-0.3,0.7,0.04,0.09,0.12,0.04,0.12
4149,José Santiago Hernández,GK,25.0,4.9,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4150,Edyairth Ortega,MF,25.0,4.8,0.1,0,0.1,0.3,0,0.3,0.4,0.4,0.03,0.06,0.09,0.03,0.09
4151,Alejandro Gómez,DF,20.0,4.0,0.0,0,0.0,0.8,2,-1.2,-1.2,0.8,0.0,0.2,0.2,0.0,0.2
4152,Christopher Trejo,"FW,MF",22.0,8.2,1.9,2,-0.1,1.7,0,1.7,1.6,3.6,0.23,0.21,0.44,0.23,0.44
4153,Abraham Bass,MF,20.0,0.8,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.08,0.0,0.08,0.08,0.08
4154,Idekel Domínguez,MF,22.0,0.7,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
4155,Mauro Manotas,"FW,MF",27.0,1.1,0.5,0,0.5,0.7,0,0.7,1.2,1.2,0.44,0.65,1.09,0.44,1.09
4156,Lucas Trezza,MF,25.0,0.6,0.4,0,0.4,0.2,0,0.2,0.6,0.6,0.71,0.25,0.97,0.71,0.97
4157,Jorge Rodríguez,"FW,MF",18.0,0.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4158,Carlos Robles,MF,22.0,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4159,Israel Larios,MF,19.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4160,Alfredo Talavera,GK,39.0,34.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4161,Maximiliano Olivera,DF,30.0,31.5,1.7,2,-0.3,3.3,4,-0.7,-1.0,5.0,0.08,0.1,0.18,0.05,0.16
4162,Carlos Salcedo,DF,28.0,29.9,1.4,0,1.4,0.7,0,0.7,2.1,2.1,0.05,0.02,0.07,0.05,0.07
4163,Gabriel Fernández,FW,28.0,28.1,8.7,8,0.7,3.6,3,0.6,1.3,12.4,0.34,0.13,0.47,0.31,0.44
4164,Jesús Dueñas,"MF,FW",33.0,25.7,2.3,2,0.3,4.4,6,-1.6,-1.3,6.7,0.12,0.17,0.29,0.09,0.26
4165,Javier Salas,MF,28.0,22.5,1.1,0,1.1,0.4,0,0.4,1.5,1.5,0.05,0.02,0.07,0.05,0.07
4166,Alejandro Arribas,DF,33.0,23.0,0.8,0,0.8,0.5,0,0.5,1.3,1.3,0.04,0.02,0.06,0.04,0.06
4167,Alan Medina,"MF,FW",24.0,20.6,3.8,6,-2.2,1.4,2,-0.6,-2.8,5.2,0.19,0.07,0.25,0.19,0.25
4168,Luis Alfonso Rodríguez,"DF,MF",31.0,15.0,0.3,0,0.3,0.2,0,0.2,0.5,0.5,0.02,0.01,0.03,0.02,0.03
4169,Jordan Sierra,MF,25.0,13.7,0.7,1,-0.3,0.5,0,0.5,0.2,1.2,0.05,0.04,0.09,0.05,0.09
4170,Alberto Joshimar Acosta,DF,34.0,10.1,0.1,0,0.1,0.1,0,0.1,0.2,0.2,0.01,0.01,0.02,0.01,0.02
4171,Jaime Gómez Valencia,"MF,DF",29.0,8.8,0.4,0,0.4,0.2,1,-0.8,-0.4,0.6,0.05,0.02,0.07,0.05,0.07
4172,Denzell García,MF,18.0,10.5,0.7,1,-0.3,0.1,0,0.1,-0.2,0.9,0.07,0.01,0.08,0.07,0.08
4173,Matías García,"MF,DF",30.0,9.1,0.5,1,-0.5,1.1,0,1.1,0.6,1.6,0.06,0.12,0.17,0.06,0.17
4174,Francisco Nevarez,DF,21.0,10.5,0.2,0,0.2,0.5,0,0.5,0.7,0.7,0.02,0.05,0.07,0.02,0.07
4175,Tomás Molina,FW,27.0,9.4,2.6,4,-1.4,0.6,0,0.6,-0.8,3.2,0.28,0.06,0.34,0.28,0.34
4176,Emiliano Velázquez,DF,28.0,8.4,0.1,0,0.1,0.0,0,0.0,0.1,0.2,0.02,0.0,0.02,0.02,0.02
4177,Darwin Machís,"FW,MF",29.0,5.7,0.5,0,0.5,0.3,0,0.3,0.8,0.9,0.23,0.06,0.29,0.09,0.15
4178,Maximiliano Silvera,FW,24.0,5.4,0.7,0,0.7,0.8,0,0.8,1.5,1.4,0.31,0.14,0.45,0.12,0.26
4179,Agustín Urzi,"MF,FW",22.0,5.3,0.4,0,0.4,0.6,1,-0.4,0.0,1.1,0.08,0.12,0.2,0.08,0.2
4180,Ventura Alvarado,DF,29.0,5.2,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.02,0.0,0.03,0.02,0.03
4181,Carlos Fierro,"FW,MF",28.0,3.6,0.1,1,-0.9,0.0,0,0.0,-0.9,0.2,0.04,0.0,0.04,0.04,0.04
4182,Fernando Arce Jr.,MF,25.0,4.9,0.2,0,0.2,0.0,0,0.0,0.2,0.2,0.05,0.0,0.05,0.05,0.05
4183,Dario Lezcano,"FW,MF",32.0,4.8,1.4,4,-2.6,0.1,0,0.1,-2.5,1.5,0.28,0.03,0.31,0.28,0.31
4184,Mauro Laínez,"FW,MF",26.0,7.5,0.5,1,-0.5,0.6,1,-0.4,-0.9,1.0,0.06,0.08,0.14,0.06,0.14
4185,Alan Soñora,"MF,FW",23.0,3.7,0.2,0,0.2,0.8,1,-0.2,0.0,1.0,0.06,0.21,0.26,0.06,0.26
4186,Adrián Mora,DF,24.0,3.0,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.01,0.02,0.03,0.01,0.03
4187,Mario Osuna,"MF,FW",33.0,2.1,0.4,0,0.4,0.0,0,0.0,0.4,0.4,0.19,0.0,0.19,0.19,0.19
4188,Cándido Ramírez,MF,29.0,1.7,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.07,0.01,0.08,0.07,0.08
4189,Diego Chávez Collins,"FW,MF",27.0,2.3,0.7,1,-0.3,0.7,0,0.7,0.4,1.5,0.31,0.32,0.63,0.31,0.63
4190,Joel Soñora,"MF,FW",25.0,1.2,0.1,0,0.1,0.3,1,-0.7,-0.6,0.4,0.11,0.25,0.36,0.11,0.36
4191,Diego Rolán,"MF,FW",29.0,0.9,0.3,0,0.3,0.1,0,0.1,0.4,0.3,0.3,0.09,0.39,0.3,0.39
4192,Santiago Ormeño,"FW,MF",28.0,0.6,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.15,0.15,0.0,0.15
4193,Martín Barra,"MF,FW",20.0,0.6,0.0,0,0.0,0.1,1,-0.9,-0.9,0.1,0.0,0.21,0.21,0.0,0.21
4194,Jose Reyes,MF,21.0,0.4,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4195,Kevin Pereira,FW,18.0,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4196,Alexis Francisco Peña,DF,26.0,33.5,1.2,1,0.2,0.5,1,-0.5,-0.3,1.7,0.04,0.01,0.05,0.04,0.05
4197,Agustín Oliveros,DF,23.0,32.3,1.3,3,-1.7,0.8,1,-0.2,-1.9,2.0,0.04,0.02,0.06,0.04,0.06
4198,José Joaquín Esquivel,MF,24.0,28.9,0.3,0,0.3,0.6,0,0.6,0.9,0.9,0.01,0.02,0.03,0.01,0.03
4199,Bryan Garnica,"MF,FW",26.0,23.4,1.3,2,-0.7,4.2,3,1.2,0.5,5.5,0.05,0.18,0.23,0.05,0.23
4200,Juan Pablo Segovia,DF,33.0,24.2,1.0,0,1.0,0.1,2,-1.9,-0.9,1.1,0.04,0.01,0.05,0.04,0.05
4201,Fernando Madrigal,MF,30.0,24.0,2.7,1,1.7,2.3,1,1.3,3.0,5.1,0.11,0.1,0.21,0.11,0.21
4202,Facundo Batista,FW,23.0,19.7,5.8,7,-1.2,1.4,0,1.4,0.2,7.2,0.37,0.07,0.44,0.29,0.36
4203,Édgar Méndez,"FW,MF",32.0,18.0,3.4,5,-1.6,0.9,0,0.9,-0.7,4.3,0.28,0.05,0.33,0.19,0.24
4204,Milton Giménez,FW,25.0,16.6,3.6,4,-0.4,1.9,2,-0.1,-0.5,5.5,0.22,0.11,0.33,0.22,0.33
4205,Luis Malagón,GK,25.0,17.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4206,Brian García,DF,24.0,17.0,0.6,1,-0.4,1.0,2,-1.0,-1.4,1.6,0.04,0.06,0.09,0.04,0.09
4207,Hugo González Durán,GK,31.0,16.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4208,José Van Rankin,DF,29.0,15.6,0.1,0,0.1,1.0,1,0.0,0.1,1.1,0.01,0.07,0.07,0.01,0.07
4209,Ángelo Araos,MF,25.0,10.4,0.9,1,-0.1,0.9,1,-0.1,-0.2,1.8,0.09,0.08,0.17,0.09,0.17
4210,Fabricio Formiliano,DF,29.0,11.9,0.4,1,-0.6,0.2,1,-0.8,-1.4,0.6,0.03,0.01,0.05,0.03,0.05
4211,Dieter Villalpando,"MF,FW",30.0,7.7,0.4,0,0.4,0.5,1,-0.5,-0.1,1.0,0.05,0.07,0.13,0.05,0.13
4212,Ricardo Monreal,"FW,MF",21.0,9.2,1.8,2,-0.2,1.2,3,-1.8,-2.0,3.0,0.19,0.13,0.33,0.19,0.33
4213,Vicente Poggi,MF,20.0,8.5,0.4,0,0.4,0.3,1,-0.7,-0.3,0.7,0.04,0.04,0.08,0.04,0.08
4214,Damián Batallini,"MF,FW",26.0,8.3,1.1,1,0.1,0.8,0,0.8,0.9,1.9,0.13,0.1,0.23,0.13,0.23
4215,Heriberto Jurado,"MF,FW",17.0,8.4,0.7,0,0.7,1.5,1,0.5,1.2,2.2,0.08,0.18,0.27,0.08,0.27
4216,Maximiliano Silvera,"FW,MF",24.0,5.3,1.2,1,0.2,0.1,1,-0.9,-0.7,1.4,0.24,0.03,0.26,0.24,0.26
4217,Juan Domínguez,"FW,MF",23.0,4.3,0.3,0,0.3,0.0,0,0.0,0.3,0.3,0.07,0.01,0.07,0.07,0.07
4218,Diego Gómez,"MF,DF",18.0,4.0,0.5,0,0.5,0.0,0,0.0,0.5,0.5,0.11,0.01,0.12,0.11,0.12
4219,José de Jesús Godínez,FW,25.0,2.4,0.2,0,0.2,0.5,0,0.5,0.7,0.7,0.08,0.2,0.28,0.08,0.28
4220,Daniel Alexis Parra,"DF,MF",23.0,1.6,0.1,0,0.1,0.2,0,0.2,0.3,0.3,0.05,0.11,0.16,0.05,0.16
4221,Rogelio Cortéz Pineda,MF,18.0,1.6,0.2,0,0.2,0.1,0,0.1,0.3,0.3,0.13,0.07,0.2,0.13,0.2
4222,Rafael Ramírez,GK,29.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4223,Luis Fernando Quintana,DF,30.0,0.8,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.13,0.02,0.15,0.13,0.15
4224,Alejandro Andrade,MF,20.0,0.7,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4225,Ulises Cardona,"MF,FW",23.0,0.7,0.0,0,0.0,0.3,0,0.3,0.3,0.3,0.01,0.48,0.49,0.01,0.49
4226,Miguel Pedroza,FW,19.0,0.2,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.5,0.5,0.0,0.5
4228,Alexis Canelo,FW,30.0,32.0,7.3,4,3.3,4.1,2,2.1,5.4,11.4,0.28,0.13,0.4,0.23,0.36
4229,Federico Lértora,MF,32.0,29.5,2.6,2,0.6,1.4,0,1.4,2.0,4.0,0.09,0.05,0.14,0.09,0.14
4230,Nicolás Díaz Huincales,DF,23.0,29.4,0.6,0,0.6,0.9,1,-0.1,0.5,1.5,0.02,0.03,0.05,0.02,0.05
4231,Lisandro López,DF,32.0,24.7,1.1,2,-0.9,0.6,0,0.6,-0.3,1.7,0.14,0.02,0.16,0.04,0.07
4232,Ismael Govea,DF,25.0,25.5,0.4,0,0.4,1.3,1,0.3,0.7,1.7,0.01,0.05,0.07,0.01,0.07
4233,Lucas Rodríguez,MF,25.0,21.2,4.8,5,-0.2,3.1,3,0.1,-0.1,7.9,0.3,0.15,0.44,0.22,0.37
4234,José Juan Vázquez,MF,34.0,18.2,0.3,0,0.3,0.3,0,0.3,0.6,0.6,0.02,0.02,0.03,0.02,0.03
4235,Joaquín Montecinos,FW,26.0,15.5,2.1,2,0.1,2.9,3,-0.1,0.0,5.0,0.14,0.19,0.32,0.14,0.32
4236,José Antonio Rodríguez,GK,30.0,17.0,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
4237,Jonathan Orozco,GK,36.0,17.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4238,Víctor Guzmán,DF,20.0,15.5,0.5,1,-0.5,0.0,0,0.0,-0.5,0.5,0.03,0.0,0.03,0.03,0.03
4239,Jair Díaz,DF,23.0,15.7,0.2,0,0.2,0.2,0,0.2,0.4,0.4,0.01,0.01,0.02,0.01,0.02
4240,Rodrigo Godínez,DF,29.0,12.6,0.7,0,0.7,0.1,0,0.1,0.8,0.8,0.06,0.01,0.07,0.06,0.07
4241,Carlos Valenzuela,"MF,FW",25.0,10.7,1.8,1,0.8,2.2,1,1.2,2.0,4.0,0.17,0.21,0.38,0.17,0.38
4242,Alejandro Martínez,"DF,FW",25.0,8.7,0.7,1,-0.3,1.2,1,0.2,-0.1,2.0,0.08,0.14,0.23,0.08,0.23
4243,Lucas Cavallini,FW,29.0,8.0,2.9,2,0.9,0.8,2,-1.2,-0.3,3.6,0.36,0.1,0.45,0.36,0.45
4244,Franco Di Santo,FW,33.0,8.2,1.4,2,-0.6,0.8,0,0.8,0.2,2.2,0.17,0.1,0.27,0.17,0.27
4245,Braian Romero,"FW,MF",31.0,8.0,1.9,1,0.9,0.6,0,0.6,1.5,2.6,0.24,0.08,0.32,0.24,0.32
4246,Francisco Contreras,"DF,MF",23.0,7.8,0.2,0,0.2,1.1,0,1.1,1.3,1.3,0.03,0.13,0.16,0.03,0.16
4247,Eduardo Armenta,MF,20.0,5.3,0.1,0,0.1,0.2,0,0.2,0.3,0.3,0.03,0.04,0.06,0.03,0.06
4248,Leonel López,MF,28.0,5.9,0.6,0,0.6,0.8,0,0.8,1.4,1.4,0.11,0.13,0.24,0.11,0.24
4249,Renato Ibarra,"FW,MF",31.0,6.5,2.1,2,0.1,1.5,1,0.5,0.6,3.5,0.32,0.22,0.54,0.32,0.54
4250,Kevin Castañeda,MF,22.0,3.9,0.5,0,0.5,0.3,0,0.3,0.8,0.8,0.12,0.09,0.21,0.12,0.21
4251,Rodrigo Parra,DF,18.0,2.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4252,Christian Rivera,"MF,FW",26.0,4.8,0.3,0,0.3,0.6,0,0.6,0.9,0.9,0.07,0.13,0.19,0.07,0.19
4253,Misael Domínguez,"MF,FW",22.0,2.2,0.2,0,0.2,0.3,0,0.3,0.5,0.5,0.11,0.12,0.23,0.11,0.23
4254,Abraham Flores,DF,20.0,1.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4255,Fabián Castillo,FW,30.0,2.4,0.3,0,0.3,0.7,2,-1.3,-1.0,1.0,0.12,0.29,0.41,0.12,0.41
4256,Jesús Rubio,DF,,1.9,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4257,Alan Ruiz,DF,21.0,0.8,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
4258,Alam Galindo,FW,21.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4259,Nicolás Freire,DF,28.0,31.8,0.7,2,-1.3,1.1,1,0.1,-1.2,1.8,0.02,0.04,0.06,0.02,0.06
4260,Juan Ignacio Dinenno,FW,27.0,30.9,12.9,12,0.9,2.2,4,-1.8,-0.9,15.1,0.49,0.07,0.56,0.42,0.49
4261,Eduardo Salvio,"MF,FW",32.0,24.2,6.0,7,-1.0,5.3,3,2.3,1.3,11.3,0.31,0.22,0.53,0.25,0.46
4262,Gustavo Del Prete,"MF,FW",26.0,22.0,6.8,5,1.8,3.9,3,0.9,2.7,10.7,0.31,0.18,0.49,0.31,0.49
4263,Pablo Bennevendo Peña,DF,22.0,23.0,0.1,0,0.1,1.3,1,0.3,0.4,1.4,0.0,0.06,0.06,0.0,0.06
4264,Arturo Ortiz,DF,29.0,21.4,0.6,0,0.6,0.9,0,0.9,1.5,1.6,0.03,0.04,0.07,0.03,0.07
4265,Julio José González,GK,31.0,20.0,0.1,1,-0.9,0.3,0,0.3,-0.6,0.4,0.01,0.02,0.02,0.01,0.02
4266,Higor,MF,28.0,18.7,1.7,0,1.7,1.3,2,-0.7,1.0,3.0,0.09,0.07,0.16,0.09,0.16
4267,Adrián Aldrete,DF,34.0,16.0,0.3,1,-0.7,0.8,2,-1.2,-1.9,1.1,0.02,0.05,0.07,0.02,0.07
4268,César Huerta,"MF,FW",21.0,17.2,2.1,2,0.1,2.1,2,0.1,0.2,4.2,0.12,0.12,0.24,0.12,0.24
4269,Diogo,"FW,MF",25.0,18.9,6.3,6,0.3,1.4,1,0.4,0.7,7.7,0.33,0.07,0.41,0.33,0.41
4270,José Galindo,DF,24.0,10.8,0.1,0,0.1,0.2,0,0.2,0.3,0.4,0.01,0.02,0.03,0.01,0.03
4271,Dani Alves,"MF,DF",39.0,12.5,0.7,0,0.7,2.8,5,-2.2,-1.5,3.5,0.05,0.23,0.28,0.05,0.28
4272,Sebastián Sosa,GK,35.0,12.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4273,José Caicedo,"MF,DF",20.0,11.3,0.4,0,0.4,0.4,0,0.4,0.8,0.8,0.04,0.03,0.07,0.04,0.07
4274,Leonel López,MF,28.0,9.4,0.4,0,0.4,1.5,4,-2.5,-2.1,1.9,0.04,0.16,0.2,0.04,0.2
4275,Jesús Molina,MF,34.0,9.8,0.6,0,0.6,0.6,0,0.6,1.2,1.2,0.06,0.06,0.12,0.06,0.12
4276,Pablo Monroy,DF,20.0,9.7,0.2,0,0.2,1.1,2,-0.9,-0.7,1.4,0.03,0.11,0.14,0.03,0.14
4277,Ulises Rivas,MF,26.0,6.2,0.4,1,-0.6,0.1,0,0.1,-0.5,0.5,0.06,0.02,0.08,0.06,0.08
4278,Jerónimo Rodríguez,DF,23.0,6.1,0.2,1,-0.8,0.2,0,0.2,-0.6,0.5,0.04,0.04,0.08,0.04,0.08
4279,Jonathan Sánchez,DF,28.0,5.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4280,Jorge Ruvalcaba,"MF,FW",21.0,8.3,3.4,2,1.4,1.6,1,0.6,2.0,5.0,0.42,0.19,0.61,0.42,0.61
4281,Alek Álvarez,"DF,MF",19.0,5.3,0.0,0,0.0,1.2,1,0.2,0.2,1.2,0.0,0.23,0.23,0.0,0.23
4282,Marco García,MF,22.0,4.6,0.5,0,0.5,0.9,0,0.9,1.4,1.4,0.11,0.19,0.3,0.11,0.3
4283,Efraín Velarde,DF,36.0,3.8,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.03,0.0,0.03,0.03,0.03
4284,Carlos Gutiérrez,"DF,FW",23.0,3.4,0.0,0,0.0,0.5,1,-0.5,-0.5,0.5,0.0,0.16,0.16,0.0,0.16
4285,Gil Alcalá,GK,30.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4286,Edgar Alaffita,MF,25.0,1.4,0.0,0,0.0,0.2,0,0.2,0.2,0.2,0.02,0.14,0.16,0.02,0.16
